Identifier,Identifier format,GUID,Name,Name format,Discipline,Module,State,Tag Type 1 Name,Tag Type 1 Tag 1 Name,Tag Type 2 Name,Tag Type 2 Tag 1 Name,Tag Type 3 Name,Tag Type 3 Tag 1 Name,Tag Type 4 Name,Tag Type 4 Tag 1 Name,Tag Type 5 Name,Tag Type 5 Tag 1 Name,Item Exposure Rate,Scoring Mode,Video,Item Stem,Type,Prompt,Orientation,Options Per Line,Scoring Type,Spot Visibility,Min associations,Max associations,Min Score,Max Score,Default Score,Video Interaction Play Mode,Video Delay,Show Confirmation Prompt,Line Count,Word Limit,Word Limit Action,Use Rich Text Editor,Enable MathML,Enable Code Editing,Show Word Count,Minimum Gap Display Width,Expected Length,Input Restriction,Decimal Places,Lower Bound,Upper Bound,Step,Extended Text Answer,Interaction Body,Source 1 Display order,Source 1 Text,Source 1 Match Min,Source 1 Match Max,Source 1 Correct,Source 1 Fixed,Source 1 Image,Source 1 Min Choices,Source 1 Max Choices,Source 2 Display order,Source 2 Text,Source 2 Match Min,Source 2 Match Max,Source 2 Correct,Source 2 Fixed,Source 2 Image,Source 2 Min Choices,Source 2 Max Choices,Source 3 Display order,Source 3 Text,Source 3 Match Min,Source 3 Match Max,Source 3 Correct,Source 3 Fixed,Source 3 Image,Source 3 Min Choices,Source 3 Max Choices,Source 4 Display order,Source 4 Text,Source 4 Match Min,Source 4 Match Max,Source 4 Correct,Source 4 Fixed,Source 4 Image,Source 4 Min Choices,Source 4 Max Choices,Source 5 Display order,Source 5 Text,Source 5 Match Min,Source 5 Match Max,Source 5 Correct,Source 5 Fixed,Source 5 Image,Source 5 Min Choices,Source 5 Max Choices,Destination 1 Text,Destination 1 Match Max,Destination 2 Text,Destination 2 Match Max,Destination 3 Text,Destination 3 Match Max,Destination 4 Text,Destination 4 Match Max,Destination 5 Text,Destination 5 Match Max,Shuffle,Answer 1,Answer 1 Score,Answer 1 Shape,Answer 1 Coordinates,Answer 2,Answer 2 Score,Answer 2 Shape,Answer 2 Coordinates,Answer 3,Answer 3 Score,Answer 3 Shape,Answer 3 Coordinates,Answer 4,Answer 4 Score,Answer 4 Shape,Answer 4 Coordinates,Answer 5,Answer 5 Score,Answer 5 Shape,Answer 5 Coordinates,Answer 6,Answer 6 Score,Answer 6 Shape,Answer 6 Coordinates,Answer 7,Answer 7 Score,Answer 7 Shape,Answer 7 Coordinates,Answer 8,Answer 8 Score,Answer 8 Shape,Answer 8 Coordinates,Answer 9,Answer 9 Score,Answer 9 Shape,Answer 9 Coordinates,Answer 10,Answer 10 Score,Answer 10 Shape,Answer 10 Coordinates,Correct,Correct 1,Correct 2,Correct 3,Correct 4,Correct 5,Correct 6,Correct 7,Correct 8,Correct 9,Correct 10,Order 1 Fixed,Order 1 Display Order,Order 1 Answer,Order 2 Fixed,Order 2 Display Order,Order 2 Answer,Order 3 Fixed,Order 3 Display Order,Order 3 Answer,Order 4 Fixed,Order 4 Display Order,Order 4 Answer,Order 5 Fixed,Order 5 Display Order,Order 5 Answer,Interaction 1 Interaction,Interaction 1 Confirmation Response,Interaction 1 Start Time,Interaction 1 End Time,Interaction 1 Score,Interaction 2 Interaction,Interaction 2 Confirmation Response,Interaction 2 Start Time,Interaction 2 End Time,Interaction 2 Score,Interaction 3 Interaction,Interaction 3 Confirmation Response,Interaction 3 Start Time,Interaction 3 End Time,Interaction 3 Score,Interaction 4 Interaction,Interaction 4 Confirmation Response,Interaction 4 Start Time,Interaction 4 End Time,Interaction 4 Score,Interaction 5 Interaction,Interaction 5 Confirmation Response,Interaction 5 Start Time,Interaction 5 End Time,Interaction 5 Score,Interaction 6 Interaction,Interaction 6 Confirmation Response,Interaction 6 Start Time,Interaction 6 End Time,Interaction 6 Score,Interaction 7 Interaction,Interaction 7 Confirmation Response,Interaction 7 Start Time,Interaction 7 End Time,Interaction 7 Score,Interaction 8 Interaction,Interaction 8 Confirmation Response,Interaction 8 Start Time,Interaction 8 End Time,Interaction 8 Score,Interaction 9 Interaction,Interaction 9 Confirmation Response,Interaction 9 Start Time,Interaction 9 End Time,Interaction 9 Score,Interaction 10 Interaction,Interaction 10 Confirmation Response,Interaction 10 Start Time,Interaction 10 End Time,Interaction 10 Score,Enable Live Marking & Feedback for this Item,Live Marking Format,Default Feedback Display Options,Default Feedback Use Auto-Generated Feedback,Default Feedback,Additional Feedback Display Options,Additional Feedback If Answer Is Incorrect,Additional Feedback If Answer Is Correct,Override Feedback 1 Condition,Override Feedback 1 Score,Override Feedback 1 Feedback Content,Override Feedback 2 Condition,Override Feedback 2 Score,Override Feedback 2 Feedback Content,Override Feedback 3 Condition,Override Feedback 3 Score,Override Feedback 3 Feedback Content,Override Feedback 4 Condition,Override Feedback 4 Score,Override Feedback 4 Feedback Content,Override Feedback 5 Condition,Override Feedback 5 Score,Override Feedback 5 Feedback Content,Override Feedback 6 Condition,Override Feedback 6 Score,Override Feedback 6 Feedback Content,Override Feedback 7 Condition,Override Feedback 7 Score,Override Feedback 7 Feedback Content,Override Feedback 8 Condition,Override Feedback 8 Score,Override Feedback 8 Feedback Content,Override Feedback 9 Condition,Override Feedback 9 Score,Override Feedback 9 Feedback Content,Override Feedback 10 Condition,Override Feedback 10 Score,Override Feedback 10 Feedback Content,Marking Scheme Component 1 Identifier,Marking Scheme Component 1 Name,Marking Scheme Component 1 Description,Marking Scheme Component 1 Available Score,Marking Scheme Component 1 Half Marks,Marking Scheme Component 2 Identifier,Marking Scheme Component 2 Name,Marking Scheme Component 2 Description,Marking Scheme Component 2 Available Score,Marking Scheme Component 2 Half Marks,Marking Scheme Component 3 Identifier,Marking Scheme Component 3 Name,Marking Scheme Component 3 Description,Marking Scheme Component 3 Available Score,Marking Scheme Component 3 Half Marks,Marking Scheme Component 4 Identifier,Marking Scheme Component 4 Name,Marking Scheme Component 4 Description,Marking Scheme Component 4 Available Score,Marking Scheme Component 4 Half Marks,Marking Scheme Component 5 Identifier,Marking Scheme Component 5 Name,Marking Scheme Component 5 Description,Marking Scheme Component 5 Available Score,Marking Scheme Component 5 Half Marks,Runtime Setup Instructions,Comment 1,Assigned to
delisit0005rbbglq9kxzs-022706,delisit0004{id},c1935afd-1a29-e911-80c0-0003ff157743,DQT-018,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,<p>Look at the picture. Which colour shows the driver's blind spots?</p><p><span></span></p>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,Red,,,,Blue and red,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 14,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022707,delisit0004{id},cd935afd-1a29-e911-80c0-0003ff157743,DQT-019,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,Which of the following is NOT likely to distract you from driving safely?,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scanning for hazards,,,,Using a hand held mobile phone,,,,Adjusting your car stereo/CD system,,,,Noisy passengers in the car,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scanning for hazards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 15,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022708,delisit0004{id},d7935afd-1a29-e911-80c0-0003ff157743,DQT-020,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,<p>Look at the picture. In this situation you should</p><p><span></span></p>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow down and be prepared to stop,,,,Sound your horn as a warning and maintain your speed,,,,Slow down and abuse the pedestrian for being on the road,,,,Speed up and swerve to the other side of the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow down and be prepared to stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 16,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022709,delisit0004{id},e3935afd-1a29-e911-80c0-0003ff157743,DQT-021,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,The safest way to look out for hazards when reversing is to,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Look backwards and scan all around the car,,,,Ask your passengers to get out and guide you,,,,Keep looking ahead and use your mirrors to guide you,,,,Open the window and put your head out the window to look behind,,,,,,,,,,,,,,,,,,,,,,,,,,,,Look backwards and scan all around the car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 17,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022710,delisit0004{id},ed935afd-1a29-e911-80c0-0003ff157743,DQT-022,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,A head check is,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning your head so you can see other road users in your blindspot,,,,Counting the people in your car to make sure everyone is there,,,,Moving your head to get a better view through your mirrors,,,,Looking to the left to make sure there are no pedestrians nearby,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning your head so you can see other road users in your blindspot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 18,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022711,delisit0004{id},f7935afd-1a29-e911-80c0-0003ff157743,DQT-023,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,You can increase your field of vision by,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slowing down,,,,Winding the windows down,,,,Buying convex side mirrors,,,,Getting better sunglasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slowing down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 19,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022712,delisit0004{id},7ea71404-1b29-e911-80c0-0003ff157743,DQT-024,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,About how often should you check your mirrors?,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Every 10 seconds,,,,Every 3 seconds,,,,Every minute or so,,,,Every 30 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,Every 10 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 20,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022713,delisit0004{id},88a71404-1b29-e911-80c0-0003ff157743,DQT-025,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,Checking your blind spot should involve,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning your head and body to look beside and behind you,,,,Asking passenger to keep a look out for cars behind you,,,,Getting a referral to an eye specialist,,,,Bending closer to your mirrors to improve your view,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning your head and body to look beside and behind you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 21,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022714,delisit0004{id},92a71404-1b29-e911-80c0-0003ff157743,DQT-026,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,A blind spot is,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An area outside your car not covered by your mirrors,,,,A small area on your eyes that is not sensitive to light,,,,Areas inside your car that you cannot see when driving,,,,The area of the road under your car,,,,,,,,,,,,,,,,,,,,,,,,,,,,An area outside your car not covered by your mirrors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 22,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022715,delisit0004{id},9ca71404-1b29-e911-80c0-0003ff157743,DQT-027,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,How much more likely are you to crash when driving 5 km/h over the speed limit in a 60 km/h zone?,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twice as likely,,,,Four times as likely,,,,Ten times as likely,,,,Half as likely,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twice as likely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 23,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022716,delisit0004{id},a6a71404-1b29-e911-80c0-0003ff157743,DQT-028,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,What is the likelihood that a pedestrian will die if they are hit at 60 km/h?,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70%,,,,90%,,,,1%,,,,30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 24,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022717,delisit0004{id},b0a71404-1b29-e911-80c0-0003ff157743,DQT-029,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,A narrow field of vision is a problem for drivers because it,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makes it harder to detect hazards to either side,,,,Makes it harder to see hazards behind them,,,,Makes it harder to respond to hazards in front of the car,,,,Makes other cars look blurred,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makes it harder to detect hazards to either side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 25,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022718,delisit0004{id},ff47930a-1b29-e911-80c0-0003ff157743,DQT-030,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,High speed can be a problem because your,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Field of vision becomes narrower,,,,Eyes are unable to focus at long distances,,,,Thoughts drift and you lose concentration,,,,Nervous system reacts more slowly,,,,,,,,,,,,,,,,,,,,,,,,,,,,Field of vision becomes narrower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 26,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022719,delisit0004{id},0948930a-1b29-e911-80c0-0003ff157743,DQT-031,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Speed and Scanning,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,"If you need to brake, about how long does it take before you actually start braking?",Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 seconds,,,,3.0 seconds,,,,5.0 seconds,,,,0.5 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 27,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022720,delisit0004{id},1348930a-1b29-e911-80c0-0003ff157743,DQT-032,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Crash Patterns,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,The most common factor that causes road accidents is,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Driver error,,,,Weather conditions,,,,Road conditions,,,,Unsafe vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,Driver error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 28,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022721,delisit0004{id},1d48930a-1b29-e911-80c0-0003ff157743,DQT-033,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Crash Patterns,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,Motorcycles can be difficult to see because,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"They can be hidden by cars, sometimes share lanes and can fit into a vehicle’s blind spots",,,,They can be hidden by other vehicles,,,,"Riders sometimes ""share"" lanes with cars in heavy traffic",,,,They can fit into a vehicle’s blind spots,,,,,,,,,,,,,,,,,,,,,,,,,,,,"They can be hidden by cars, sometimes share lanes and can fit into a vehicle’s blind spots",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 29,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022722,delisit0004{id},2748930a-1b29-e911-80c0-0003ff157743,DQT-034,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Crash Patterns,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,What factor contributes the most to crashes?,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human error,,,,Vehicle roadworthiness,,,,Road conditions,,,,Weather and bad lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 30,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022723,delisit0004{id},3148930a-1b29-e911-80c0-0003ff157743,DQT-035,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Crash Patterns,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,<p>Observe the picture. What is the most likely cause of this crash?</p><p><span></span></p>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The car driver was not looking far enough ahead,,,,The pedestrian walked suddenly on to the road,,,,The car's brakes failed,,,,The pedestrian was talking on a mobile phone and did not look around,,,,,,,,,,,,,,,,,,,,,,,,,,,,The car driver was not looking far enough ahead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 31,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022724,delisit0004{id},d30d2011-1b29-e911-80c0-0003ff157743,DQT-036,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Crash Patterns,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,<p>Look at the picture. What is the most likely cause of this crash?</p><p><span></span></p>,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The driver of car B driving too close to car A,,,,Car A stopping unexpectedly,,,,The driver of car A failing to indicate properly,,,,The driver of car B forgetting to use his headlights,,,,,,,,,,,,,,,,,,,,,,,,,,,,The driver of car B driving too close to car A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 32,DELI_SIT_S0005
delisit0005rbbglq9kxzs-022725,delisit0004{id},df0d2011-1b29-e911-80c0-0003ff157743,DQT-037,DQT-{id},E2ESIT0001zKNFEIi3Q9k,E2ESIT0001OgNyoPY2ea0,Approved,DQT Category,Crash Patterns,DQT Section,DQTKT,DQT Interaction Type,,Form,,,,,,,One of the risky things that even experienced drivers do is,Multiple Choice,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Driving too close behind other vehicles,,,,Changing gears at the wrong times,,,,Driving with the window open too far,,,,Driving too close to the left side of the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,Driving too close behind other vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Show Outcome Only,Off,N,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQT KT Item 33,DELI_SIT_S0005
